listing_id
4356619
15607569
55710
16824751
1213068
10069114
86187
7933304
4478764
7469190
7653833
263210
4338993
6289290
2765445
6069504
11541751
2829968
12372187
730072
742809
4178057
764385
6140725
6260427
9870898
11452051
14801244
14903986
5751653
8793258
6816898
11788438
215865
21538375
23845769
11861319
3107379
3988787
831199
8399506
15529126
5259156
9546462
5317064
19184756
9012561
8299428
13540708
8057649
3133261
5181120
13599142
4234075
590418
11193196
72042
12220711
1738926
20062692
11738302
12998982
6670787
4798781
16129857
5466190
758234
17265638
19203889
7465551
6110922
7812474
19021999
19021645
14000800
6777236
5567041
2266372
16903167
11037392
7605966
2337597
7610717
1263055
2740942
4251047
18220762
20278771
7493159
11919725
12504612
5997003
16894180
11292848
6205009
5722412
11654436
774608
30415621
10849262
15229787
12887333
24815698
14061796
10547700
8037761
1991186
13667337
6862070
19909085
9041081
18913550
914466
6488191
1002897
5085585
3374177
859693
6108834
9244290
23921311
53265
14682553
17157280
25397489
14572316
13663339
21807920
259075
22243758
2324446
1084634
906915
35084917
2510816
11558320
3251734
771363
17742762
15494676
30289663
17146247
6856600
14310562
21004903
14837631
4308167
11914354
3333511
17616329
20826091
17196795
15560259
15895362
3564438
8316060
11116631
23611094
9872641
739341
8441179
23721270
553816
9608623
18893386
23037276
25957461
20014250
5141142
14506448
20766232
4832350
299695
712185
14273447
7600190
24011527
18907569
10257456
9226679
19944404
23879222
10406833
19321655
11758080
23815001
1724948
22913975
16117189
97093
13586019
13801699
25898762
24027972
36173459
36251422
32565818
13119711
4866882
17756864
7796394
13049304
17729454
21767458
16420901
22418132
32563161
11836298
15186003
22280445
30291951
6279473
6021194
36159429
18398980
20856599
21363049
12002783
21257666
32566011
17003754
42576651
11056399
13035008
6392227
16394263
15627288
38367546
25655320
17744232
17769136
24006254
2271028
10031886
33150170
13816868
22449592
16387067
13667003
21537729
24326556
7851292
20606
7107395
19169098
963119
20796228
28960047
12215802
18038890
30252429
11178735
2229649
28952686
1003392
8226300
11241825
693641
18057545
13195556
657412
25347604
3488974
3364992
21499265
23483888
31307874
34671104
23417071
9891294
4899626
18940946
420611
32297944
5144035
17208090
2191664
30142429
29509069
27943196
943348
18713446
1197091
7084126
