listing_id,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,amenities,,,,,,,,,,,
13801699,"[Dishwasher"""," ""Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
25898762,"[Paid parking off premises"""," ""Lockbox"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""EV charger"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Shampoo"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
24027972,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Oven"""," ""Elevator"""," ""Dryer"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36173459,"[Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36251422,"[Microwave"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32565818,"[Dedicated workspace"""," ""Microwave"""," ""55"""" HDTV with Netflix"," Amazon Prime Video"""," ""Induction stove"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Shower gel"""," ""Kitchen"""," ""Heating"""," ""Dryer u2013 In building"""," ""Keypad"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Nespresso machine"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Shampoo"""," ""Bidet"""," ""Bed linens"""," ""Washer u2013u00a0In building"""," ""Single level home"""," ""Conditioner"""," ""Essentials"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,
13119711,"[Dishwasher"""," ""Paid parking off premises"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866882,"[Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17756864,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Dryer"""," ""Shampoo"""," ""Elevator"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
7796394,"[Cable TV"""," ""Elevator"""," ""Shampoo"""," ""Washer"""," ""TV"""," ""Fire extinguisher"""," ""Wifi"""," ""Essentials"""," ""Air conditioning"""," ""First aid kit"""," ""Long term stays allowed"""," ""Kitchen"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13049304,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""28"""" HDTV"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Pocket wifi"""," ""Heating"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Bed linens"""," ""Single level home"""," ""Essentials"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17729454,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21767458,"[Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Body soap"""," ""Washer"""," ""Dedicated workspace"""," ""Window guards"""," ""Microwave"""," ""Fire extinguisher"""," ""Dining table"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Refrigerator"""," ""Piano"""," ""Clothing storage"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Shower gel"""," ""Kitchen"""," ""Breakfast"""," ""Heating"""," ""Cleaning before checkout"""," ""Freezer"""," ""Cleaning products"""," ""Mosquito net"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Ceiling fan"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Shampoo"""," ""Bidet"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,
16420901,"[Dishwasher"""," ""Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Dryer"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit""]""",,,,,,,,,,,,,,,,,,,,,,,,,
22418132,"[Dishwasher"""," ""Paid parking off premises"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Stove"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
32563161,"[Dedicated workspace"""," ""Microwave"""," ""55"""" HDTV with Netflix"," Amazon Prime Video"""," ""Induction stove"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Shower gel"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""Dryer u2013 In building"""," ""Keypad"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Nespresso machine"""," ""Cable TV"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Washer u2013u00a0In building"""," ""Single level home"""," ""Conditioner"""," ""Essentials"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,
11836298,"[Elevator"""," ""TV"""," ""Fire extinguisher"""," ""Wifi"""," ""Air conditioning"""," ""First aid kit"""," ""Long term stays allowed"""," ""Kitchen"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15186003,"[Washer"""," ""Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Free street parking"""," ""Oven"""," ""Shampoo"""," ""Single level home"""," ""Essentials""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22280445,"[Shampoo"""," ""Bed linens"""," ""Kitchen"""," ""Iron"""," ""Air conditioning"""," ""Hot water"""," ""Oven"""," ""Dishes and silverware"""," ""Hair dryer"""," ""Microwave"""," ""Free street parking"""," ""Host greets you"""," ""First aid kit"""," ""Wifi"""," ""Heating"""," ""Essentials"""," ""Long term stays allowed"""," ""Cooking basics"""," ""Refrigerator"""," ""Stove"""," ""Coffee maker"""," ""Washer""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30291951,"[Lockbox"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6279473,"[Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Shower gel"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Elevator"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
6021194,"[Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Ethernet connection"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Bathtub"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Kitchen"""," ""Breakfast"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,
36159429,"[Washer"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Essentials""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18398980,"[Hot water"""," ""Free street parking"""," ""Dishes and silverware"""," ""Shampoo"""," ""TV"""," ""Microwave"""," ""Long term stays allowed"""," ""Wifi"""," ""Essentials"""," ""Hair dryer"""," ""Stove"""," ""Air conditioning"""," ""Coffee maker"""," ""Hangers"""," ""Kitchen"""," ""Refrigerator"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20856599,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Host greets you"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Baking sheet"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
21363049,"[Dishwasher"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Hangers"""," ""Iron"""," ""Portable fans"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Shower gel"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Gas stove"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12002783,"[Dishwasher"""," ""Paid parking off premises"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Elevator"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21257666,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Ethernet connection"""," ""Building staff"""," ""Refrigerator"""," ""Luggage dropoff allowed"""," ""Dishes and silverware"""," ""Childrenu2019s dinnerware"""," ""Bathtub"""," ""Wifi"""," ""Cooking basics"""," ""Hair dryer"""," ""Stove"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""Hot tub"""," ""TV"""," ""Outlet covers"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""Changing table"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,
32566011,"[Dedicated workspace"""," ""Microwave"""," ""55"""" HDTV with Netflix"," Amazon Prime Video"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Shower gel"""," ""Kitchen"""," ""Heating"""," ""Dryer u2013 In building"""," ""Keypad"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Nespresso machine"""," ""Elevator"""," ""Shampoo"""," ""Bed linens"""," ""Washer u2013u00a0In building"""," ""Conditioner"""," ""Essentials"""," ""Carbon monoxide alarm"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
17003754,"[Body soap"""," ""Washer"""," ""Dedicated workspace"""," ""Window guards"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Baking sheet"""," ""Freezer"""," ""TV"""," ""Patio or balcony"""," ""Paid street parking off premises"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Shampoo"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
42576651,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Body soap"""," ""Lockbox"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Portable fans"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Bread maker"""," ""Childrenu2019s dinnerware"""," ""Bathtub"""," ""Wifi"""," ""Cooking basics"""," ""Hair dryer"""," ""Stove"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Pocket wifi"""," ""Garden or backyard"""," ""Crib"""," ""Baking sheet"""," ""High chair"""," ""Fireplace guards"""," ""Indoor fireplace"""," ""TV"""," ""Freezer"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Free parking on premises"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Dryer"""," ""Shampoo"""," ""Oven"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,
11056399,"[Dishwasher"""," ""Washer"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Ethernet connection"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Cleaning before checkout"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Oven"""," ""Shampoo"""," ""Bed linens"""," ""Essentials"""," ""First aid kit"""," ""Carbon monoxide alarm""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,
13035008,"[Washer"""," ""Microwave"""," ""Hangers"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Pocket wifi"""," ""Heating"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Hot water"""," ""Single level home"""," ""Essentials"""," ""Bed linens"""," ""32"""" HDTV""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392227,"[Dishes and silverware"""," ""Shampoo"""," ""TV"""," ""Private entrance"""," ""Cooking basics"""," ""Fire extinguisher"""," ""Wifi"""," ""Essentials"""," ""Hangers"""," ""Hair dryer"""," ""Air conditioning"""," ""First aid kit"""," ""Long term stays allowed"""," ""Iron"""," ""Kitchen"""," ""Heating""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394263,"[Dishwasher"""," ""Pack u2019n Play/travel crib"""," ""Washer"""," ""Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Luggage dropoff allowed"""," ""Building staff"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Childrenu2019s dinnerware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Babysitter recommendations"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Oven"""," ""Shampoo"""," ""Elevator"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,
15627288,"[Dedicated workspace"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""Crib"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Single level home"""," ""BBQ grill"""," ""Essentials"""," ""First aid kit"""," ""Paid parking on premises"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,,,,,,,
38367546,"[Dishwasher"""," ""Washer"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Cooking basics"""," ""Wifi"""," ""Hair dryer"""," ""Childrenu2019s books and toys"""," ""Kitchen"""," ""Breakfast"""," ""Heating"""," ""Crib"""," ""Hot tub"""," ""TV"""," ""Patio or balcony"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Long term stays allowed"""," ""Oven"""," ""Elevator"""," ""Shampoo"""," ""Pool"""," ""Essentials"""," ""First aid kit""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25655320,"[Pack u2019n Play/travel crib"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Carbon monoxide alarm"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Private entrance"""," ""Childrenu2019s dinnerware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Shower gel"""," ""Hair dryer"""," ""Host greets you"""," ""Table corner guards"""," ""Kitchen"""," ""Heating"""," ""Garden or backyard"""," ""Crib"""," ""Baking sheet"""," ""High chair"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Cable TV"""," ""Oven"""," ""Shampoo"""," ""Essentials"""," ""First aid kit"""," ""Bed linens"""," ""Room-darkening shades""]""",,,,,,,,,,,,,,,,,,,,
17744232,"[Lockbox"""," ""Dedicated workspace"""," ""Microwave"""," ""Fire extinguisher"""," ""Hangers"""," ""Iron"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Cooking basics"""," ""Wifi"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Heating"""," ""TV"""," ""Air conditioning"""," ""Coffee maker"""," ""Long term stays allowed"""," ""Hot water"""," ""Free street parking"""," ""Extra pillows and blankets"""," ""Single level home"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17769136,"[Washer"""," ""Dedicated workspace"""," ""Hangers"""," ""Iron"""," ""Luggage dropoff allowed"""," ""Refrigerator"""," ""Dishes and silverware"""," ""Host greets you"""," ""Cooking basics"""," ""Stove"""," ""Hair dryer"""," ""Kitchen"""," ""Pocket wifi"""," ""Heating"""," ""Garden or backyard"""," ""Cleaning before checkout"""," ""TV"""," ""Patio or balcony"""," ""Smoke alarm"""," ""Air conditioning"""," ""Coffee maker"""," ""Hot water"""," ""Free street parking"""," ""Cable TV"""," ""Elevator"""," ""Oven"""," ""Shampoo"""," ""Extra pillows and blankets"""," ""Essentials"""," ""First aid kit"""," ""Bed linens""]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
